Round,Date,Team 1,FT,Team 2
12,Fri Sep 16 2011,Austria Lustenau,0-5,SCR Altach
13,Fri Sep 23 2011,FC Blau-Weiß Linz,2-2,Wolfsberger AC
13,Fri Sep 23 2011,SV Grödig,2-3,TSV Hartberg
13,Fri Sep 23 2011,FC Lustenau 07,1-2,SKN St. Pölten
13,Fri Sep 23 2011,First Vienna FC,2-0,Austria Lustenau
13,Fri Sep 23 2011,SCR Altach,2-0,LASK Linz
14,Fri Sep 30 2011,Austria Lustenau,4-0,TSV Hartberg
14,Fri Sep 30 2011,Wolfsberger AC,2-2,SCR Altach
14,Fri Sep 30 2011,SV Grödig,1-0,FC Lustenau 07
14,Fri Sep 30 2011,LASK Linz,4-0,First Vienna FC
14,Fri Sep 30 2011,SKN St. Pölten,0-1,FC Blau-Weiß Linz
15,Fri Oct 14 2011,FC Blau-Weiß Linz,1-6,FC Lustenau 07
15,Fri Oct 14 2011,Austria Lustenau,1-1,Wolfsberger AC
15,Fri Oct 14 2011,First Vienna FC,1-1,SV Grödig
15,Fri Oct 14 2011,SCR Altach,1-0,SKN St. Pölten
15,Fri Oct 14 2011,TSV Hartberg,0-2,LASK Linz
16,Fri Oct 21 2011,Wolfsberger AC,3-0,TSV Hartberg
16,Fri Oct 21 2011,SKN St. Pölten,0-3,First Vienna FC
16,Fri Oct 21 2011,FC Lustenau 07,2-2,SCR Altach
16,Fri Oct 21 2011,SV Grödig,1-3,FC Blau-Weiß Linz
16,Fri Oct 21 2011,LASK Linz,0-3,Austria Lustenau
17,Fri Oct 28 2011,TSV Hartberg,1-1,SKN St. Pölten
17,Fri Oct 28 2011,Austria Lustenau,2-0,FC Lustenau 07
17,Fri Oct 28 2011,SCR Altach,2-0,FC Blau-Weiß Linz
17,Fri Oct 28 2011,First Vienna FC,2-3,Wolfsberger AC
17,Sat Oct 29 2011,LASK Linz,2-1,SV Grödig
18,Fri Nov 4 2011,FC Blau-Weiß Linz,4-1,First Vienna FC
18,Fri Nov 4 2011,FC Lustenau 07,2-2,TSV Hartberg
18,Fri Nov 4 2011,SV Grödig,2-1,SCR Altach
18,Fri Nov 4 2011,SKN St. Pölten,2-1,Austria Lustenau
18,Fri Nov 4 2011,Wolfsberger AC,1-1,LASK Linz
19,Fri Nov 18 2011,FC Blau-Weiß Linz,1-1,TSV Hartberg
19,Fri Nov 18 2011,SKN St. Pölten,3-2,Wolfsberger AC
19,Fri Nov 18 2011,FC Lustenau 07,1-1,LASK Linz
19,Fri Nov 18 2011,SV Grödig,1-2,Austria Lustenau
19,Fri Nov 18 2011,SCR Altach,4-2,First Vienna FC
20,Fri Nov 25 2011,Wolfsberger AC,3-2,SV Grödig
20,Fri Nov 25 2011,Austria Lustenau,1-3,FC Blau-Weiß Linz
20,Fri Nov 25 2011,First Vienna FC,2-3,FC Lustenau 07
20,Fri Nov 25 2011,TSV Hartberg,0-2,SCR Altach
20,Fri Nov 25 2011,LASK Linz,2-1,SKN St. Pölten
21,Mon Nov 28 2011,FC Blau-Weiß Linz,2-2,LASK Linz
21,Tue Nov 29 2011,First Vienna FC,1-2,TSV Hartberg
21,Tue Nov 29 2011,SV Grödig,2-0,SKN St. Pölten
21,Tue Nov 29 2011,FC Lustenau 07,0-2,Wolfsberger AC
21,Tue Nov 29 2011,SCR Altach,1-1,Austria Lustenau
22,Fri Mar 2 2012,Wolfsberger AC,2-0,FC Blau-Weiß Linz
22,Fri Mar 2 2012,SKN St. Pölten,3-2,FC Lustenau 07
22,Fri Mar 2 2012,TSV Hartberg,0-1,SV Grödig
22,Fri Mar 2 2012,Austria Lustenau,0-0,First Vienna FC
22,Fri Mar 2 2012,LASK Linz,3-2,SCR Altach
23,Fri Mar 9 2012,FC Lustenau 07,0-3,SV Grödig
23,Fri Mar 9 2012,First Vienna FC,1-2,LASK Linz
23,Fri Mar 9 2012,TSV Hartberg,0-2,Austria Lustenau
23,Fri Mar 9 2012,FC Blau-Weiß Linz,0-1,SKN St. Pölten
23,Fri Mar 9 2012,SCR Altach,0-0,Wolfsberger AC
24,Fri Mar 16 2012,LASK Linz,1-1,TSV Hartberg
24,Fri Mar 16 2012,FC Lustenau 07,2-0,FC Blau-Weiß Linz
24,Fri Mar 16 2012,SV Grödig,1-0,First Vienna FC
24,Fri Mar 16 2012,SKN St. Pölten,1-3,SCR Altach
24,Fri Mar 16 2012,Wolfsberger AC,1-2,Austria Lustenau
25,Fri Mar 23 2012,Austria Lustenau,2-1,LASK Linz
25,Fri Mar 23 2012,SCR Altach,1-1,FC Lustenau 07
25,Fri Mar 23 2012,FC Blau-Weiß Linz,1-1,SV Grödig
25,Fri Mar 23 2012,TSV Hartberg,0-3,Wolfsberger AC
25,Fri Mar 23 2012,First Vienna FC,0-0,SKN St. Pölten
26,Mon Mar 26 2012,FC Lustenau 07,1-3,Austria Lustenau
26,Tue Mar 27 2012,SKN St. Pölten,2-0,TSV Hartberg
26,Tue Mar 27 2012,SV Grödig,1-1,LASK Linz
26,Tue Mar 27 2012,Wolfsberger AC,2-2,First Vienna FC
26,Tue Mar 27 2012,FC Blau-Weiß Linz,1-0,SCR Altach
27,Fri Mar 30 2012,First Vienna FC,2-0,FC Blau-Weiß Linz
27,Fri Mar 30 2012,LASK Linz,2-1,Wolfsberger AC
27,Fri Mar 30 2012,Austria Lustenau,1-1,SKN St. Pölten
27,Fri Mar 30 2012,SCR Altach,2-0,SV Grödig
27,Fri Mar 30 2012,TSV Hartberg,0-3,FC Lustenau 07
28,Mon Apr 2 2012,Wolfsberger AC,2-0,SKN St. Pölten
28,Tue Apr 3 2012,First Vienna FC,2-0,SCR Altach
28,Tue Apr 3 2012,LASK Linz,1-1,FC Lustenau 07
28,Tue Apr 3 2012,Austria Lustenau,3-0,SV Grödig
28,Tue Apr 3 2012,TSV Hartberg,2-4,FC Blau-Weiß Linz
29,Fri Apr 13 2012,SKN St. Pölten,1-1,LASK Linz
29,Fri Apr 13 2012,FC Lustenau 07,1-0,First Vienna FC
29,Fri Apr 13 2012,SV Grödig,0-1,Wolfsberger AC
29,Fri Apr 13 2012,FC Blau-Weiß Linz,0-3,Austria Lustenau
29,Sat Apr 14 2012,SCR Altach,1-0,TSV Hartberg
30,Mon Apr 16 2012,LASK Linz,1-2,FC Blau-Weiß Linz
30,Tue Apr 17 2012,SKN St. Pölten,1-0,SV Grödig
30,Tue Apr 17 2012,Austria Lustenau,4-1,SCR Altach
30,Tue Apr 17 2012,TSV Hartberg,1-1,First Vienna FC
30,Tue Apr 17 2012,Wolfsberger AC,2-1,FC Lustenau 07
31,Fri Apr 20 2012,FC Blau-Weiß Linz,2-0,Wolfsberger AC
31,Fri Apr 20 2012,FC Lustenau 07,2-2,SKN St. Pölten
31,Fri Apr 20 2012,First Vienna FC,3-1,Austria Lustenau
31,Fri Apr 20 2012,SV Grödig,3-1,TSV Hartberg
31,Fri Apr 20 2012,SCR Altach,0-1,LASK Linz
32,Fri Apr 27 2012,SKN St. Pölten,2-0,FC Blau-Weiß Linz
32,Fri Apr 27 2012,Austria Lustenau,2-0,TSV Hartberg
32,Fri Apr 27 2012,SV Grödig,1-1,FC Lustenau 07
32,Fri Apr 27 2012,LASK Linz,2-1,First Vienna FC
32,Fri Apr 27 2012,Wolfsberger AC,1-0,SCR Altach
33,Fri May 4 2012,FC Blau-Weiß Linz,1-1,FC Lustenau 07
33,Fri May 4 2012,First Vienna FC,0-0,SV Grödig
33,Fri May 4 2012,SCR Altach,1-0,SKN St. Pölten
33,Fri May 4 2012,TSV Hartberg,1-2,LASK Linz
33,Fri May 4 2012,Austria Lustenau,2-2,Wolfsberger AC
34,Mon May 7 2012,LASK Linz,2-1,Austria Lustenau
34,Tue May 8 2012,SKN St. Pölten,0-2,First Vienna FC
34,Tue May 8 2012,SV Grödig,1-3,FC Blau-Weiß Linz
34,Tue May 8 2012,FC Lustenau 07,2-2,SCR Altach
34,Tue May 8 2012,Wolfsberger AC,1-4,TSV Hartberg
35,Fri May 11 2012,TSV Hartberg,0-3,SKN St. Pölten
35,Fri May 11 2012,SCR Altach,4-1,FC Blau-Weiß Linz
35,Fri May 11 2012,Austria Lustenau,1-2,FC Lustenau 07
35,Fri May 11 2012,First Vienna FC,1-3,Wolfsberger AC
35,Fri May 11 2012,LASK Linz,1-1,SV Grödig
36,Fri May 18 2012,Wolfsberger AC,1-0,LASK Linz
36,Fri May 18 2012,FC Blau-Weiß Linz,2-2,First Vienna FC
36,Fri May 18 2012,SV Grödig,1-2,SCR Altach
36,Fri May 18 2012,FC Lustenau 07,0-3,TSV Hartberg
36,Fri May 18 2012,SKN St. Pölten,3-1,Austria Lustenau
