Round,Date,Team 1,FT,Team 2
13,Sat Oct 29 2011,SK Rapid Wien,3-2,SK Sturm Graz
13,Sat Oct 29 2011,FC Wacker Innsbruck,2-0,SC Wiener Neustadt
13,Sat Oct 29 2011,FC RB Salzburg,1-1,SV Ried
13,Sun Oct 30 2011,Kapfenberger SV,2-2,FK Austria Wien
14,Sat Nov 5 2011,SC Wiener Neustadt,0-0,FC Admira Wacker Mödling
14,Sat Nov 5 2011,SV Ried,1-1,SK Rapid Wien
14,Sun Nov 6 2011,SK Sturm Graz,1-0,Kapfenberger SV
14,Sun Nov 6 2011,FK Austria Wien,2-2,FC Wacker Innsbruck
14,Sun Nov 6 2011,SV Mattersburg,3-0,FC RB Salzburg
15,Sat Nov 19 2011,Kapfenberger SV,1-3,SV Ried
15,Sat Nov 19 2011,FC Wacker Innsbruck,1-1,SV Mattersburg
15,Sat Nov 19 2011,FC Admira Wacker Mödling,0-3,FK Austria Wien
15,Sat Nov 19 2011,SC Wiener Neustadt,3-1,SK Sturm Graz
15,Sun Nov 20 2011,SK Rapid Wien,4-2,FC RB Salzburg
16,Sat Nov 26 2011,FK Austria Wien,2-2,SC Wiener Neustadt
16,Sat Nov 26 2011,SV Ried,1-0,FC Wacker Innsbruck
16,Sat Nov 26 2011,FC RB Salzburg,6-0,Kapfenberger SV
16,Sat Nov 26 2011,SV Mattersburg,1-2,SK Rapid Wien
16,Sun Nov 27 2011,SK Sturm Graz,3-1,FC Admira Wacker Mödling
17,Sat Dec 3 2011,FK Austria Wien,0-0,SV Mattersburg
17,Sat Dec 3 2011,Kapfenberger SV,0-0,SK Rapid Wien
17,Sat Dec 3 2011,FC Admira Wacker Mödling,1-1,SV Ried
17,Sun Dec 4 2011,SC Wiener Neustadt,0-0,FC RB Salzburg
17,Sun Dec 4 2011,FC Wacker Innsbruck,1-0,SK Sturm Graz
18,Sat Dec 10 2011,SK Rapid Wien,0-0,FC Wacker Innsbruck
18,Sat Dec 10 2011,SV Ried,2-0,SC Wiener Neustadt
18,Sat Dec 10 2011,SV Mattersburg,2-0,Kapfenberger SV
18,Sat Dec 10 2011,SK Sturm Graz,5-1,FK Austria Wien
18,Sun Dec 11 2011,FC RB Salzburg,2-1,FC Admira Wacker Mödling
19,Sat Dec 17 2011,SV Mattersburg,0-1,SC Wiener Neustadt
19,Sat Dec 17 2011,SK Rapid Wien,2-1,FC Admira Wacker Mödling
19,Sat Dec 17 2011,Kapfenberger SV,0-1,FC Wacker Innsbruck
19,Sat Dec 17 2011,SV Ried,1-1,SK Sturm Graz
19,Sun Dec 18 2011,FC RB Salzburg,3-0,FK Austria Wien
20,Sat Feb 11 2012,FK Austria Wien,2-0,SV Ried
20,Sat Feb 11 2012,SK Sturm Graz,1-0,SV Mattersburg
20,Sun Feb 12 2012,SC Wiener Neustadt,0-0,SK Rapid Wien
21,Sat Feb 18 2012,FC Wacker Innsbruck,2-1,FC Admira Wacker Mödling
21,Sat Feb 18 2012,SK Rapid Wien,0-0,FK Austria Wien
21,Sat Feb 18 2012,SV Mattersburg,4-1,SV Ried
21,Sun Feb 19 2012,FC RB Salzburg,0-0,SK Sturm Graz
22,Sat Feb 25 2012,FK Austria Wien,0-1,Kapfenberger SV
22,Sat Feb 25 2012,SK Sturm Graz,0-0,SK Rapid Wien
22,Sat Feb 25 2012,SC Wiener Neustadt,0-0,FC Wacker Innsbruck
22,Sat Feb 25 2012,FC Admira Wacker Mödling,0-1,SV Mattersburg
22,Sun Feb 26 2012,SV Ried,0-1,FC RB Salzburg
23,Sat Mar 3 2012,FC Wacker Innsbruck,0-1,FK Austria Wien
23,Sat Mar 3 2012,FC RB Salzburg,0-1,SV Mattersburg
23,Sat Mar 3 2012,FC Admira Wacker Mödling,2-0,SC Wiener Neustadt
23,Sat Mar 3 2012,SK Rapid Wien,1-0,SV Ried
23,Sun Mar 4 2012,Kapfenberger SV,0-0,SK Sturm Graz
20,Wed Mar 7 2012,FC Wacker Innsbruck,1-1,FC RB Salzburg
20,Wed Mar 7 2012,FC Admira Wacker Mödling,3-1,Kapfenberger SV
24,Sat Mar 10 2012,SV Ried,3-0,Kapfenberger SV
24,Sat Mar 10 2012,SK Sturm Graz,0-1,SC Wiener Neustadt
24,Sat Mar 10 2012,FC RB Salzburg,3-1,SK Rapid Wien
24,Sat Mar 10 2012,SV Mattersburg,0-1,FC Wacker Innsbruck
24,Sun Mar 11 2012,FK Austria Wien,2-1,FC Admira Wacker Mödling
21,Wed Mar 14 2012,Kapfenberger SV,1-0,SC Wiener Neustadt
25,Sat Mar 17 2012,Kapfenberger SV,0-1,FC RB Salzburg
25,Sat Mar 17 2012,FC Wacker Innsbruck,0-0,SV Ried
25,Sat Mar 17 2012,SK Rapid Wien,1-1,SV Mattersburg
25,Sat Mar 17 2012,SC Wiener Neustadt,0-0,FK Austria Wien
25,Sun Mar 18 2012,FC Admira Wacker Mödling,2-0,SK Sturm Graz
26,Tue Mar 20 2012,SV Mattersburg,2-0,FK Austria Wien
26,Wed Mar 21 2012,SV Ried,2-1,FC Admira Wacker Mödling
26,Wed Mar 21 2012,SK Rapid Wien,3-0,Kapfenberger SV
26,Wed Mar 21 2012,FC RB Salzburg,2-1,SC Wiener Neustadt
26,Wed Mar 21 2012,SK Sturm Graz,1-0,FC Wacker Innsbruck
27,Sat Mar 24 2012,Kapfenberger SV,1-1,SV Mattersburg
27,Sat Mar 24 2012,SC Wiener Neustadt,1-1,SV Ried
27,Sat Mar 24 2012,FC Admira Wacker Mödling,2-2,FC RB Salzburg
27,Sat Mar 24 2012,FK Austria Wien,1-1,SK Sturm Graz
27,Sun Mar 25 2012,FC Wacker Innsbruck,2-1,SK Rapid Wien
28,Sat Mar 31 2012,SK Sturm Graz,0-0,SV Ried
28,Sat Mar 31 2012,SC Wiener Neustadt,0-0,SV Mattersburg
28,Sat Mar 31 2012,FC Wacker Innsbruck,2-0,Kapfenberger SV
28,Sat Mar 31 2012,FC Admira Wacker Mödling,0-4,SK Rapid Wien
28,Sun Apr 1 2012,FK Austria Wien,1-1,FC RB Salzburg
29,Sat Apr 7 2012,SV Ried,0-1,FK Austria Wien
29,Sat Apr 7 2012,FC RB Salzburg,2-0,FC Wacker Innsbruck
29,Sat Apr 7 2012,Kapfenberger SV,2-3,FC Admira Wacker Mödling
29,Sat Apr 7 2012,SK Rapid Wien,2-1,SC Wiener Neustadt
29,Sun Apr 8 2012,SV Mattersburg,0-2,SK Sturm Graz
30,Sat Apr 14 2012,SC Wiener Neustadt,0-0,Kapfenberger SV
30,Sat Apr 14 2012,SV Ried,2-0,SV Mattersburg
30,Sat Apr 14 2012,SK Sturm Graz,2-2,FC RB Salzburg
30,Sat Apr 14 2012,FC Admira Wacker Mödling,1-1,FC Wacker Innsbruck
30,Sun Apr 15 2012,FK Austria Wien,0-0,SK Rapid Wien
31,Sat Apr 21 2012,FC Wacker Innsbruck,2-0,SC Wiener Neustadt
31,Sat Apr 21 2012,Kapfenberger SV,1-0,FK Austria Wien
31,Sat Apr 21 2012,SV Mattersburg,1-2,FC Admira Wacker Mödling
31,Sat Apr 21 2012,FC RB Salzburg,2-0,SV Ried
31,Sun Apr 22 2012,SK Rapid Wien,1-1,SK Sturm Graz
32,Sat Apr 28 2012,FK Austria Wien,3-0,FC Wacker Innsbruck
32,Sat Apr 28 2012,SK Sturm Graz,2-1,Kapfenberger SV
32,Sat Apr 28 2012,SV Mattersburg,0-1,FC RB Salzburg
32,Sat Apr 28 2012,SC Wiener Neustadt,1-4,FC Admira Wacker Mödling
32,Sun Apr 29 2012,SV Ried,2-3,SK Rapid Wien
33,Sat May 5 2012,SC Wiener Neustadt,0-0,SK Sturm Graz
33,Sat May 5 2012,FC Admira Wacker Mödling,3-2,FK Austria Wien
33,Sat May 5 2012,Kapfenberger SV,0-0,SV Ried
33,Sat May 5 2012,FC Wacker Innsbruck,3-6,SV Mattersburg
33,Sun May 6 2012,SK Rapid Wien,0-1,FC RB Salzburg
34,Thu May 10 2012,FC RB Salzburg,2-0,Kapfenberger SV
34,Thu May 10 2012,SK Sturm Graz,0-3,FC Admira Wacker Mödling
34,Thu May 10 2012,FK Austria Wien,3-1,SC Wiener Neustadt
34,Thu May 10 2012,SV Ried,1-1,FC Wacker Innsbruck
34,Thu May 10 2012,SV Mattersburg,0-1,SK Rapid Wien
35,Sun May 13 2012,FK Austria Wien,1-0,SV Mattersburg
35,Sun May 13 2012,FC Wacker Innsbruck,1-1,SK Sturm Graz
35,Sun May 13 2012,SC Wiener Neustadt,1-5,FC RB Salzburg
35,Sun May 13 2012,FC Admira Wacker Mödling,1-1,SV Ried
35,Sun May 13 2012,Kapfenberger SV,0-2,SK Rapid Wien
36,Thu May 17 2012,FC RB Salzburg,2-0,FC Admira Wacker Mödling
36,Thu May 17 2012,SK Sturm Graz,3-1,FK Austria Wien
36,Thu May 17 2012,SV Mattersburg,2-0,Kapfenberger SV
36,Thu May 17 2012,SV Ried,2-2,SC Wiener Neustadt
36,Thu May 17 2012,SK Rapid Wien,2-0,FC Wacker Innsbruck
