Stage,Round,Date,Team 1,FT,Team 2
Grunddurchgang,9,Sat Nov 28 2020,FC Admira Wacker Mödling,,TSV Hartberg
Grunddurchgang,9,Sun Nov 29 2020,Wolfsberger AC,,SV Ried
Grunddurchgang,9,Sun Nov 29 2020,LASK Linz,,SCR Altach
Grunddurchgang,9,Sun Nov 29 2020,SK Rapid Wien,,FK Austria Wien
Grunddurchgang,10,Sat Dec 5 2020,FK Austria Wien,,SK Sturm Graz
Grunddurchgang,10,Sat Dec 5 2020,SCR Altach,,SKN St. Pölten
Grunddurchgang,10,Sat Dec 5 2020,FC Admira Wacker Mödling,,FC RB Salzburg
Grunddurchgang,10,Sun Dec 6 2020,TSV Hartberg,,SK Rapid Wien
Grunddurchgang,10,Sun Dec 6 2020,WSG Tirol,,Wolfsberger AC
Grunddurchgang,10,Sun Dec 6 2020,LASK Linz,,SV Ried
Grunddurchgang,11,Sat Dec 12 2020,SK Sturm Graz,,FC Admira Wacker Mödling
Grunddurchgang,11,Sat Dec 12 2020,SKN St. Pölten,,TSV Hartberg
Grunddurchgang,11,Sat Dec 12 2020,SV Ried,,SCR Altach
Grunddurchgang,11,Sun Dec 13 2020,SK Rapid Wien,,WSG Tirol
Grunddurchgang,11,Sun Dec 13 2020,Wolfsberger AC,,FK Austria Wien
Grunddurchgang,11,Sun Dec 13 2020,FC RB Salzburg,,LASK Linz
Grunddurchgang,12,Sat Dec 19 2020,TSV Hartberg,,SCR Altach
Grunddurchgang,12,Sat Dec 19 2020,FC Admira Wacker Mödling,,SK Rapid Wien
Grunddurchgang,12,Sat Dec 19 2020,SK Sturm Graz,,SKN St. Pölten
Grunddurchgang,12,Sun Dec 20 2020,WSG Tirol,,SV Ried
Grunddurchgang,12,Sun Dec 20 2020,FC RB Salzburg,,Wolfsberger AC
Grunddurchgang,12,Sun Dec 20 2020,FK Austria Wien,,LASK Linz
Grunddurchgang,13,Sat Jan 23 2021,SCR Altach,,FC RB Salzburg
Grunddurchgang,13,Sat Jan 23 2021,LASK Linz,,WSG Tirol
Grunddurchgang,13,Sat Jan 23 2021,SK Rapid Wien,,SK Sturm Graz
Grunddurchgang,13,Sat Jan 23 2021,Wolfsberger AC,,TSV Hartberg
Grunddurchgang,13,Sat Jan 23 2021,SKN St. Pölten,,FC Admira Wacker Mödling
Grunddurchgang,13,Sat Jan 23 2021,SV Ried,,FK Austria Wien
Grunddurchgang,14,Tue Jan 26 2021,WSG Tirol,,SCR Altach
Grunddurchgang,14,Tue Jan 26 2021,SK Rapid Wien,,SKN St. Pölten
Grunddurchgang,14,Tue Jan 26 2021,FC RB Salzburg,,SV Ried
Grunddurchgang,14,Tue Jan 26 2021,FC Admira Wacker Mödling,,FK Austria Wien
Grunddurchgang,14,Tue Jan 26 2021,SK Sturm Graz,,TSV Hartberg
Grunddurchgang,14,Tue Jan 26 2021,Wolfsberger AC,,LASK Linz
Grunddurchgang,15,Sat Jan 30 2021,SV Ried,,FC Admira Wacker Mödling
Grunddurchgang,15,Sat Jan 30 2021,FK Austria Wien,,WSG Tirol
Grunddurchgang,15,Sat Jan 30 2021,SKN St. Pölten,,Wolfsberger AC
Grunddurchgang,15,Sat Jan 30 2021,SCR Altach,,SK Sturm Graz
Grunddurchgang,15,Sat Jan 30 2021,TSV Hartberg,,FC RB Salzburg
Grunddurchgang,15,Sat Jan 30 2021,LASK Linz,,SK Rapid Wien
Grunddurchgang,16,Tue Feb 9 2021,SK Rapid Wien,,Wolfsberger AC
Grunddurchgang,16,Tue Feb 9 2021,SKN St. Pölten,,LASK Linz
Grunddurchgang,16,Tue Feb 9 2021,FC RB Salzburg,,FK Austria Wien
Grunddurchgang,16,Tue Feb 9 2021,FC Admira Wacker Mödling,,SCR Altach
Grunddurchgang,16,Tue Feb 9 2021,TSV Hartberg,,WSG Tirol
Grunddurchgang,16,Tue Feb 9 2021,SK Sturm Graz,,SV Ried
Grunddurchgang,17,Sat Feb 13 2021,WSG Tirol,,FC RB Salzburg
Grunddurchgang,17,Sat Feb 13 2021,SCR Altach,,SK Rapid Wien
Grunddurchgang,17,Sat Feb 13 2021,FK Austria Wien,,TSV Hartberg
Grunddurchgang,17,Sat Feb 13 2021,LASK Linz,,SK Sturm Graz
Grunddurchgang,17,Sat Feb 13 2021,SV Ried,,SKN St. Pölten
Grunddurchgang,17,Sat Feb 13 2021,Wolfsberger AC,,FC Admira Wacker Mödling
Grunddurchgang,18,Sat Feb 20 2021,FC RB Salzburg,,SK Rapid Wien
Grunddurchgang,18,Sat Feb 20 2021,SK Sturm Graz,,Wolfsberger AC
Grunddurchgang,18,Sat Feb 20 2021,FC Admira Wacker Mödling,,LASK Linz
Grunddurchgang,18,Sat Feb 20 2021,FK Austria Wien,,SCR Altach
Grunddurchgang,18,Sat Feb 20 2021,WSG Tirol,,SKN St. Pölten
Grunddurchgang,18,Sat Feb 20 2021,TSV Hartberg,,SV Ried
Grunddurchgang,19,Sat Feb 27 2021,SK Sturm Graz,,FC RB Salzburg
Grunddurchgang,19,Sat Feb 27 2021,LASK Linz,,TSV Hartberg
Grunddurchgang,19,Sat Feb 27 2021,SKN St. Pölten,,FK Austria Wien
Grunddurchgang,19,Sat Feb 27 2021,Wolfsberger AC,,SCR Altach
Grunddurchgang,19,Sat Feb 27 2021,FC Admira Wacker Mödling,,WSG Tirol
Grunddurchgang,19,Sat Feb 27 2021,SK Rapid Wien,,SV Ried
Grunddurchgang,20,Sat Mar 6 2021,FK Austria Wien,,SK Rapid Wien
Grunddurchgang,20,Sat Mar 6 2021,SV Ried,,Wolfsberger AC
Grunddurchgang,20,Sat Mar 6 2021,SCR Altach,,LASK Linz
Grunddurchgang,20,Sat Mar 6 2021,WSG Tirol,,SK Sturm Graz
Grunddurchgang,20,Sat Mar 6 2021,FC RB Salzburg,,SKN St. Pölten
Grunddurchgang,20,Sat Mar 6 2021,TSV Hartberg,,FC Admira Wacker Mödling
Grunddurchgang,21,Sat Mar 13 2021,SK Rapid Wien,,TSV Hartberg
Grunddurchgang,21,Sat Mar 13 2021,SK Sturm Graz,,FK Austria Wien
Grunddurchgang,21,Sat Mar 13 2021,SKN St. Pölten,,SCR Altach
Grunddurchgang,21,Sat Mar 13 2021,FC RB Salzburg,,FC Admira Wacker Mödling
Grunddurchgang,21,Sat Mar 13 2021,Wolfsberger AC,,WSG Tirol
Grunddurchgang,21,Sat Mar 13 2021,SV Ried,,LASK Linz
Grunddurchgang,22,Sat Mar 20 2021,LASK Linz,,FC RB Salzburg
Grunddurchgang,22,Sat Mar 20 2021,WSG Tirol,,SK Rapid Wien
Grunddurchgang,22,Sat Mar 20 2021,FK Austria Wien,,Wolfsberger AC
Grunddurchgang,22,Sat Mar 20 2021,FC Admira Wacker Mödling,,SK Sturm Graz
Grunddurchgang,22,Sat Mar 20 2021,TSV Hartberg,,SKN St. Pölten
Grunddurchgang,22,Sat Mar 20 2021,SCR Altach,,SV Ried
