Round,Date,Team 1,FT,Team 2
22,Sat Feb 23 2013,FC Wacker Innsbruck,2-0,SV Mattersburg
22,Sat Feb 23 2013,SC Wiener Neustadt,0-0,SV Ried
22,Sat Feb 23 2013,SK Sturm Graz,1-3,Wolfsberger AC
22,Sun Feb 24 2013,FC RB Salzburg,3-3,SK Rapid Wien
23,Wed Feb 27 2013,SV Ried,1-3,FK Austria Wien
23,Wed Feb 27 2013,FC Wacker Innsbruck,1-0,SC Wiener Neustadt
23,Wed Feb 27 2013,SK Rapid Wien,1-1,SK Sturm Graz
24,Sat Mar 2 2013,SV Mattersburg,1-0,SV Ried
24,Sat Mar 2 2013,FK Austria Wien,4-0,FC Wacker Innsbruck
24,Sat Mar 2 2013,SK Sturm Graz,1-2,FC Admira Wacker Mödling
24,Sat Mar 2 2013,FC RB Salzburg,3-1,SC Wiener Neustadt
24,Sun Mar 3 2013,Wolfsberger AC,2-1,SK Rapid Wien
21,Wed Mar 6 2013,Wolfsberger AC,1-1,FC RB Salzburg
25,Sat Mar 9 2013,SK Rapid Wien,2-2,SV Mattersburg
25,Sat Mar 9 2013,FC Admira Wacker Mödling,0-1,Wolfsberger AC
25,Sat Mar 9 2013,SC Wiener Neustadt,0-0,FK Austria Wien
25,Sat Mar 9 2013,SV Ried,1-2,SK Sturm Graz
25,Sun Mar 10 2013,FC Wacker Innsbruck,2-3,FC RB Salzburg
23,Wed Mar 13 2013,FC Admira Wacker Mödling,1-1,FC RB Salzburg
23,Wed Mar 13 2013,Wolfsberger AC,1-0,SV Mattersburg
26,Sat Mar 16 2013,SK Sturm Graz,3-2,FC Wacker Innsbruck
26,Sat Mar 16 2013,SK Rapid Wien,1-1,FC Admira Wacker Mödling
26,Sat Mar 16 2013,Wolfsberger AC,1-1,SC Wiener Neustadt
26,Sat Mar 16 2013,FC RB Salzburg,2-2,SV Ried
26,Sun Mar 17 2013,SV Mattersburg,0-4,FK Austria Wien
27,Sat Mar 30 2013,FC Admira Wacker Mödling,1-0,SV Mattersburg
27,Sat Mar 30 2013,SV Ried,3-2,SK Rapid Wien
27,Sat Mar 30 2013,SC Wiener Neustadt,1-0,SK Sturm Graz
27,Sat Mar 30 2013,FC Wacker Innsbruck,2-3,Wolfsberger AC
27,Sun Mar 31 2013,FK Austria Wien,1-1,FC RB Salzburg
28,Sat Apr 6 2013,SC Wiener Neustadt,0-0,SV Mattersburg
28,Sat Apr 6 2013,FC Wacker Innsbruck,1-1,SK Rapid Wien
28,Sat Apr 6 2013,SV Ried,4-1,FC Admira Wacker Mödling
28,Sat Apr 6 2013,FK Austria Wien,0-4,Wolfsberger AC
28,Sun Apr 7 2013,FC RB Salzburg,3-0,SK Sturm Graz
29,Sat Apr 13 2013,SK Rapid Wien,2-0,SC Wiener Neustadt
29,Sat Apr 13 2013,Wolfsberger AC,1-3,SV Ried
29,Sat Apr 13 2013,SV Mattersburg,1-2,FC RB Salzburg
29,Sat Apr 13 2013,FC Admira Wacker Mödling,4-3,FC Wacker Innsbruck
29,Sun Apr 14 2013,SK Sturm Graz,1-1,FK Austria Wien
30,Sat Apr 20 2013,SK Sturm Graz,2-2,SV Mattersburg
30,Sat Apr 20 2013,FC Wacker Innsbruck,2-0,SV Ried
30,Sat Apr 20 2013,FC RB Salzburg,6-2,Wolfsberger AC
30,Sat Apr 20 2013,SC Wiener Neustadt,3-0,FC Admira Wacker Mödling
30,Sun Apr 21 2013,FK Austria Wien,2-2,SK Rapid Wien
31,Sat Apr 27 2013,SV Ried,2-1,SC Wiener Neustadt
31,Sat Apr 27 2013,Wolfsberger AC,3-0,SK Sturm Graz
31,Sat Apr 27 2013,SK Rapid Wien,1-3,FC RB Salzburg
31,Sat Apr 27 2013,SV Mattersburg,1-2,FC Wacker Innsbruck
31,Sun Apr 28 2013,FC Admira Wacker Mödling,0-2,FK Austria Wien
32,Sat May 4 2013,FK Austria Wien,3-1,SV Ried
32,Sat May 4 2013,SC Wiener Neustadt,2-2,FC Wacker Innsbruck
32,Sat May 4 2013,SV Mattersburg,3-1,Wolfsberger AC
32,Sat May 4 2013,FC RB Salzburg,2-1,FC Admira Wacker Mödling
32,Sun May 5 2013,SK Sturm Graz,1-3,SK Rapid Wien
33,Sat May 11 2013,FC Admira Wacker Mödling,3-0,SK Sturm Graz
33,Sat May 11 2013,FC Wacker Innsbruck,0-3,FK Austria Wien
33,Sat May 11 2013,SV Ried,1-1,SV Mattersburg
33,Sat May 11 2013,SK Rapid Wien,0-0,Wolfsberger AC
33,Sun May 12 2013,SC Wiener Neustadt,0-6,FC RB Salzburg
34,Sat May 18 2013,Wolfsberger AC,0-0,FC Admira Wacker Mödling
34,Sat May 18 2013,FK Austria Wien,3-1,SC Wiener Neustadt
34,Sat May 18 2013,FC RB Salzburg,3-1,FC Wacker Innsbruck
34,Sat May 18 2013,SV Mattersburg,2-0,SK Rapid Wien
34,Sun May 19 2013,SK Sturm Graz,3-1,SV Ried
35,Wed May 22 2013,SV Ried,2-2,FC RB Salzburg
35,Wed May 22 2013,SC Wiener Neustadt,2-0,Wolfsberger AC
35,Wed May 22 2013,FC Admira Wacker Mödling,0-2,SK Rapid Wien
35,Wed May 22 2013,FK Austria Wien,4-0,SV Mattersburg
35,Wed May 22 2013,FC Wacker Innsbruck,2-1,SK Sturm Graz
36,Sun May 26 2013,SK Rapid Wien,3-0,SV Ried
36,Sun May 26 2013,SK Sturm Graz,0-3,SC Wiener Neustadt
36,Sun May 26 2013,FC RB Salzburg,3-0,FK Austria Wien
36,Sun May 26 2013,Wolfsberger AC,2-3,FC Wacker Innsbruck
36,Sun May 26 2013,SV Mattersburg,0-1,FC Admira Wacker Mödling
