Round,Date,Team 1,FT,Team 2
14,Tue Oct 20 2015,SKN St. Pölten,1-2,Kapfenberger SV
14,Tue Oct 20 2015,FC Liefering,0-1,FC Wacker Innsbruck
14,Tue Oct 20 2015,LASK Linz,2-1,Austria Lustenau
14,Tue Oct 20 2015,Floridsdorfer AC,2-2,Austria Salzburg
14,Tue Oct 20 2015,SC Wiener Neustadt,1-1,Austria Klagenfurt
15,Fri Oct 23 2015,SC Wiener Neustadt,1-0,FC Liefering
15,Fri Oct 23 2015,Austria Salzburg,0-2,LASK Linz
15,Fri Oct 23 2015,Austria Klagenfurt,1-2,SKN St. Pölten
15,Fri Oct 23 2015,Austria Lustenau,2-1,FC Wacker Innsbruck
15,Fri Oct 23 2015,Kapfenberger SV,0-1,Floridsdorfer AC
16,Tue Nov 3 2015,Floridsdorfer AC,1-2,SC Wiener Neustadt
16,Tue Nov 3 2015,SKN St. Pölten,1-0,LASK Linz
16,Tue Nov 3 2015,FC Liefering,2-1,Austria Lustenau
16,Tue Nov 3 2015,FC Wacker Innsbruck,1-1,Austria Salzburg
16,Tue Nov 3 2015,Kapfenberger SV,1-1,Austria Klagenfurt
17,Fri Nov 6 2015,Floridsdorfer AC,1-5,FC Liefering
17,Fri Nov 6 2015,LASK Linz,4-2,Kapfenberger SV
17,Fri Nov 6 2015,SC Wiener Neustadt,2-3,SKN St. Pölten
17,Fri Nov 6 2015,Austria Klagenfurt,1-2,FC Wacker Innsbruck
17,Fri Nov 6 2015,Austria Salzburg,1-3,Austria Lustenau
18,Fri Nov 20 2015,FC Wacker Innsbruck,3-3,SC Wiener Neustadt
18,Fri Nov 20 2015,FC Liefering,4-0,LASK Linz
18,Fri Nov 20 2015,SKN St. Pölten,2-0,Floridsdorfer AC
18,Fri Nov 20 2015,Kapfenberger SV,2-3,Austria Salzburg
18,Fri Nov 20 2015,Austria Lustenau,3-0,Austria Klagenfurt
19,Fri Nov 27 2015,LASK Linz,4-0,Floridsdorfer AC
19,Fri Nov 27 2015,SKN St. Pölten,6-2,Austria Salzburg
19,Fri Nov 27 2015,FC Wacker Innsbruck,2-2,Kapfenberger SV
19,Fri Nov 27 2015,Austria Lustenau,1-1,SC Wiener Neustadt
19,Fri Nov 27 2015,Austria Klagenfurt,0-0,FC Liefering
20,Fri Feb 26 2016,SC Wiener Neustadt,2-1,LASK Linz
20,Fri Feb 26 2016,FC Liefering,1-2,SKN St. Pölten
20,Fri Feb 26 2016,Kapfenberger SV,2-4,Austria Lustenau
20,Fri Feb 26 2016,Floridsdorfer AC,0-1,FC Wacker Innsbruck
20,Fri Feb 26 2016,Austria Salzburg,1-2,Austria Klagenfurt
21,Fri Mar 4 2016,Kapfenberger SV,2-1,FC Liefering
21,Fri Mar 4 2016,FC Wacker Innsbruck,1-1,LASK Linz
21,Fri Mar 4 2016,Austria Lustenau,4-2,SKN St. Pölten
21,Fri Mar 4 2016,Austria Salzburg,2-2,SC Wiener Neustadt
21,Fri Mar 4 2016,Austria Klagenfurt,1-2,Floridsdorfer AC
22,Fri Mar 11 2016,SC Wiener Neustadt,1-3,Kapfenberger SV
22,Fri Mar 11 2016,FC Liefering,4-0,Austria Salzburg
22,Fri Mar 11 2016,LASK Linz,2-1,Austria Klagenfurt
22,Fri Mar 11 2016,SKN St. Pölten,1-0,FC Wacker Innsbruck
22,Fri Mar 11 2016,Floridsdorfer AC,1-1,Austria Lustenau
23,Tue Mar 15 2016,Kapfenberger SV,0-2,SKN St. Pölten
23,Tue Mar 15 2016,FC Wacker Innsbruck,1-2,FC Liefering
23,Tue Mar 15 2016,Austria Lustenau,0-2,LASK Linz
23,Tue Mar 15 2016,Austria Salzburg,0-1,Floridsdorfer AC
23,Tue Mar 15 2016,Austria Klagenfurt,0-2,SC Wiener Neustadt
24,Fri Mar 18 2016,FC Liefering,1-1,SC Wiener Neustadt
24,Fri Mar 18 2016,LASK Linz,2-1,Austria Salzburg
24,Fri Mar 18 2016,SKN St. Pölten,1-0,Austria Klagenfurt
24,Fri Mar 18 2016,FC Wacker Innsbruck,1-0,Austria Lustenau
24,Fri Mar 18 2016,Floridsdorfer AC,0-1,Kapfenberger SV
25,Fri Apr 1 2016,SC Wiener Neustadt,1-0,Floridsdorfer AC
25,Fri Apr 1 2016,LASK Linz,2-0,SKN St. Pölten
25,Fri Apr 1 2016,Austria Lustenau,1-1,FC Liefering
25,Fri Apr 1 2016,Austria Salzburg,1-0,FC Wacker Innsbruck
25,Fri Apr 1 2016,Austria Klagenfurt,1-4,Kapfenberger SV
26,Fri Apr 8 2016,FC Liefering,3-1,Floridsdorfer AC
26,Fri Apr 8 2016,Kapfenberger SV,1-2,LASK Linz
26,Fri Apr 8 2016,SKN St. Pölten,3-2,SC Wiener Neustadt
26,Fri Apr 8 2016,FC Wacker Innsbruck,3-1,Austria Klagenfurt
26,Fri Apr 8 2016,Austria Lustenau,4-1,Austria Salzburg
27,Tue Apr 12 2016,SC Wiener Neustadt,0-2,FC Wacker Innsbruck
27,Tue Apr 12 2016,LASK Linz,1-0,FC Liefering
27,Tue Apr 12 2016,Floridsdorfer AC,0-3,SKN St. Pölten
27,Tue Apr 12 2016,Austria Salzburg,0-4,Kapfenberger SV
27,Tue Apr 12 2016,Austria Klagenfurt,0-2,Austria Lustenau
28,Fri Apr 15 2016,Floridsdorfer AC,2-2,LASK Linz
28,Fri Apr 15 2016,Austria Salzburg,0-1,SKN St. Pölten
28,Fri Apr 15 2016,Kapfenberger SV,2-2,FC Wacker Innsbruck
28,Fri Apr 15 2016,SC Wiener Neustadt,1-1,Austria Lustenau
28,Fri Apr 15 2016,FC Liefering,3-1,Austria Klagenfurt
29,Fri Apr 22 2016,LASK Linz,2-1,SC Wiener Neustadt
29,Fri Apr 22 2016,SKN St. Pölten,1-2,FC Liefering
29,Fri Apr 22 2016,Austria Lustenau,2-2,Kapfenberger SV
29,Fri Apr 22 2016,FC Wacker Innsbruck,3-0,Floridsdorfer AC
29,Fri Apr 22 2016,Austria Klagenfurt,0-2,Austria Salzburg
30,Tue Apr 26 2016,FC Liefering,1-0,Kapfenberger SV
30,Tue Apr 26 2016,LASK Linz,1-0,FC Wacker Innsbruck
30,Tue Apr 26 2016,SKN St. Pölten,3-0,Austria Lustenau
30,Tue Apr 26 2016,SC Wiener Neustadt,1-2,Austria Salzburg
30,Tue Apr 26 2016,Floridsdorfer AC,0-2,Austria Klagenfurt
31,Fri Apr 29 2016,Kapfenberger SV,4-2,SC Wiener Neustadt
31,Fri Apr 29 2016,Austria Salzburg,0-0,FC Liefering
31,Fri Apr 29 2016,Austria Klagenfurt,0-5,LASK Linz
31,Fri Apr 29 2016,FC Wacker Innsbruck,0-2,SKN St. Pölten
31,Fri Apr 29 2016,Austria Lustenau,1-1,Floridsdorfer AC
32,Fri May 6 2016,SKN St. Pölten,2-1,Kapfenberger SV
32,Fri May 6 2016,FC Liefering,0-1,FC Wacker Innsbruck
32,Fri May 6 2016,LASK Linz,0-2,Austria Lustenau
32,Fri May 6 2016,Floridsdorfer AC,2-1,Austria Salzburg
32,Fri May 6 2016,SC Wiener Neustadt,0-0,Austria Klagenfurt
33,Tue May 10 2016,SC Wiener Neustadt,1-0,FC Liefering
33,Tue May 10 2016,Austria Salzburg,1-3,LASK Linz
33,Tue May 10 2016,Austria Klagenfurt,0-2,SKN St. Pölten
33,Tue May 10 2016,Austria Lustenau,3-0,FC Wacker Innsbruck
33,Tue May 10 2016,Kapfenberger SV,4-1,Floridsdorfer AC
34,Fri May 13 2016,Floridsdorfer AC,0-3,SC Wiener Neustadt
34,Fri May 13 2016,SKN St. Pölten,3-2,LASK Linz
34,Fri May 13 2016,FC Liefering,2-2,Austria Lustenau
34,Fri May 13 2016,FC Wacker Innsbruck,2-2,Austria Salzburg
34,Fri May 13 2016,Kapfenberger SV,2-2,Austria Klagenfurt
35,Fri May 20 2016,Floridsdorfer AC,0-3,FC Liefering
35,Fri May 20 2016,LASK Linz,1-1,Kapfenberger SV
35,Fri May 20 2016,SC Wiener Neustadt,0-3,SKN St. Pölten
35,Fri May 20 2016,Austria Klagenfurt,5-2,FC Wacker Innsbruck
35,Fri May 20 2016,Austria Salzburg,1-1,Austria Lustenau
36,Wed May 25 2016,FC Wacker Innsbruck,1-2,SC Wiener Neustadt
36,Wed May 25 2016,FC Liefering,1-4,LASK Linz
36,Wed May 25 2016,SKN St. Pölten,3-0,Floridsdorfer AC
36,Wed May 25 2016,Kapfenberger SV,1-1,Austria Salzburg
36,Wed May 25 2016,Austria Lustenau,2-0,Austria Klagenfurt
