Round,Date,Team 1,FT,Team 2
16,Fri Oct 24 2014,Kapfenberger SV,1-0,TSV Hartberg
17,Tue Nov 4 2014,SV Horn,2-1,FC Liefering
17,Tue Nov 4 2014,Austria Lustenau,2-1,SKN St. Pölten
17,Tue Nov 4 2014,LASK Linz,4-1,FC Wacker Innsbruck
17,Tue Nov 4 2014,SV Mattersburg,4-2,Kapfenberger SV
17,Tue Nov 4 2014,TSV Hartberg,1-1,Floridsdorfer AC
18,Fri Nov 7 2014,Floridsdorfer AC,0-0,LASK Linz
18,Fri Nov 7 2014,SKN St. Pölten,1-0,TSV Hartberg
18,Fri Nov 7 2014,FC Liefering,3-1,SV Mattersburg
18,Fri Nov 7 2014,FC Wacker Innsbruck,2-0,SV Horn
18,Fri Nov 7 2014,Kapfenberger SV,1-1,Austria Lustenau
19,Fri Nov 21 2014,TSV Hartberg,3-1,FC Liefering
19,Fri Nov 21 2014,Austria Lustenau,0-3,Floridsdorfer AC
19,Fri Nov 21 2014,LASK Linz,0-0,Kapfenberger SV
19,Fri Nov 21 2014,SV Mattersburg,3-1,FC Wacker Innsbruck
19,Fri Nov 21 2014,SV Horn,1-0,SKN St. Pölten
20,Fri Nov 28 2014,SV Horn,0-1,SV Mattersburg
20,Fri Nov 28 2014,SKN St. Pölten,2-2,Kapfenberger SV
20,Fri Nov 28 2014,FC Liefering,3-1,Floridsdorfer AC
20,Fri Nov 28 2014,FC Wacker Innsbruck,1-2,Austria Lustenau
20,Fri Nov 28 2014,TSV Hartberg,2-2,LASK Linz
21,Fri Feb 27 2015,SV Mattersburg,2-0,TSV Hartberg
21,Fri Feb 27 2015,Austria Lustenau,2-4,FC Liefering
21,Fri Feb 27 2015,LASK Linz,0-0,SKN St. Pölten
21,Fri Feb 27 2015,Floridsdorfer AC,2-5,SV Horn
21,Fri Feb 27 2015,Kapfenberger SV,3-0,FC Wacker Innsbruck
22,Fri Mar 6 2015,FC Wacker Innsbruck,0-3,FC Liefering
22,Fri Mar 6 2015,SKN St. Pölten,1-2,SV Mattersburg
22,Fri Mar 6 2015,LASK Linz,3-2,Austria Lustenau
22,Fri Mar 6 2015,TSV Hartberg,1-1,SV Horn
22,Fri Mar 6 2015,Kapfenberger SV,2-1,Floridsdorfer AC
23,Fri Mar 13 2015,SV Mattersburg,3-0,LASK Linz
23,Fri Mar 13 2015,Austria Lustenau,0-4,TSV Hartberg
23,Fri Mar 13 2015,SV Horn,1-1,Kapfenberger SV
23,Fri Mar 13 2015,FC Liefering,1-1,SKN St. Pölten
23,Fri Mar 13 2015,Floridsdorfer AC,0-0,FC Wacker Innsbruck
24,Tue Mar 17 2015,FC Wacker Innsbruck,1-1,TSV Hartberg
24,Tue Mar 17 2015,Austria Lustenau,3-1,SV Mattersburg
24,Tue Mar 17 2015,LASK Linz,1-1,SV Horn
24,Tue Mar 17 2015,Floridsdorfer AC,1-0,SKN St. Pölten
24,Tue Mar 17 2015,Kapfenberger SV,3-2,FC Liefering
25,Fri Mar 20 2015,SV Mattersburg,1-2,Floridsdorfer AC
25,Fri Mar 20 2015,SKN St. Pölten,0-0,FC Wacker Innsbruck
25,Fri Mar 20 2015,SV Horn,0-0,Austria Lustenau
25,Fri Mar 20 2015,FC Liefering,3-1,LASK Linz
25,Fri Mar 20 2015,TSV Hartberg,2-2,Kapfenberger SV
26,Fri Apr 3 2015,FC Wacker Innsbruck,2-0,LASK Linz
26,Fri Apr 3 2015,SKN St. Pölten,1-0,Austria Lustenau
26,Fri Apr 3 2015,Kapfenberger SV,1-2,SV Mattersburg
26,Fri Apr 3 2015,FC Liefering,3-1,SV Horn
26,Fri Apr 3 2015,Floridsdorfer AC,1-3,TSV Hartberg
27,Fri Apr 10 2015,SV Mattersburg,0-2,FC Liefering
27,Fri Apr 10 2015,Austria Lustenau,3-2,Kapfenberger SV
27,Fri Apr 10 2015,SV Horn,0-1,FC Wacker Innsbruck
27,Fri Apr 10 2015,TSV Hartberg,2-3,SKN St. Pölten
27,Fri Apr 10 2015,LASK Linz,0-2,Floridsdorfer AC
28,Fri Apr 17 2015,FC Wacker Innsbruck,1-0,SV Mattersburg
28,Fri Apr 17 2015,SKN St. Pölten,2-2,SV Horn
28,Fri Apr 17 2015,Floridsdorfer AC,0-1,Austria Lustenau
28,Fri Apr 17 2015,FC Liefering,4-1,TSV Hartberg
28,Fri Apr 17 2015,Kapfenberger SV,1-0,LASK Linz
29,Tue Apr 21 2015,SV Mattersburg,1-0,SV Horn
29,Tue Apr 21 2015,Austria Lustenau,0-1,FC Wacker Innsbruck
29,Tue Apr 21 2015,Kapfenberger SV,0-0,SKN St. Pölten
29,Tue Apr 21 2015,Floridsdorfer AC,0-1,FC Liefering
29,Tue Apr 21 2015,LASK Linz,0-1,TSV Hartberg
30,Fri Apr 24 2015,FC Wacker Innsbruck,0-1,Kapfenberger SV
30,Fri Apr 24 2015,SKN St. Pölten,0-1,LASK Linz
30,Fri Apr 24 2015,TSV Hartberg,2-4,SV Mattersburg
30,Fri Apr 24 2015,FC Liefering,0-4,Austria Lustenau
30,Fri Apr 24 2015,SV Horn,3-1,Floridsdorfer AC
31,Fri May 1 2015,SV Mattersburg,4-0,SKN St. Pölten
31,Fri May 1 2015,Austria Lustenau,1-2,LASK Linz
31,Fri May 1 2015,Floridsdorfer AC,1-0,Kapfenberger SV
31,Fri May 1 2015,FC Liefering,1-1,FC Wacker Innsbruck
31,Fri May 1 2015,SV Horn,0-1,TSV Hartberg
32,Fri May 8 2015,FC Wacker Innsbruck,0-0,Floridsdorfer AC
32,Fri May 8 2015,SKN St. Pölten,1-0,FC Liefering
32,Fri May 8 2015,Kapfenberger SV,3-2,SV Horn
32,Fri May 8 2015,TSV Hartberg,1-3,Austria Lustenau
32,Fri May 8 2015,LASK Linz,2-2,SV Mattersburg
33,Tue May 12 2015,TSV Hartberg,2-2,FC Wacker Innsbruck
33,Tue May 12 2015,SKN St. Pölten,3-1,Floridsdorfer AC
33,Tue May 12 2015,SV Horn,2-0,LASK Linz
33,Tue May 12 2015,FC Liefering,1-4,Kapfenberger SV
33,Tue May 12 2015,SV Mattersburg,1-1,Austria Lustenau
34,Fri May 15 2015,FC Wacker Innsbruck,0-0,SKN St. Pölten
34,Fri May 15 2015,Austria Lustenau,0-0,SV Horn
34,Fri May 15 2015,Kapfenberger SV,0-1,TSV Hartberg
34,Fri May 15 2015,Floridsdorfer AC,0-1,SV Mattersburg
34,Fri May 15 2015,LASK Linz,1-1,FC Liefering
35,Fri May 22 2015,SV Mattersburg,2-0,Kapfenberger SV
35,Fri May 22 2015,Austria Lustenau,0-2,SKN St. Pölten
35,Fri May 22 2015,LASK Linz,3-1,FC Wacker Innsbruck
35,Fri May 22 2015,TSV Hartberg,1-2,Floridsdorfer AC
35,Fri May 22 2015,SV Horn,0-2,FC Liefering
36,Fri May 29 2015,FC Wacker Innsbruck,3-0,SV Horn
36,Fri May 29 2015,SKN St. Pölten,5-3,TSV Hartberg
36,Fri May 29 2015,Kapfenberger SV,3-0,Austria Lustenau
36,Fri May 29 2015,FC Liefering,0-4,SV Mattersburg
36,Fri May 29 2015,Floridsdorfer AC,0-0,LASK Linz
