Round,Date,Team 1,FT,Team 2
26,Fri Mar 31 2017,Floridsdorfer AC,1-3,LASK Linz
27,Fri Apr 7 2017,FC Liefering,0-3,FC Blau-Weiß Linz
27,Fri Apr 7 2017,LASK Linz,2-1,SV Horn
27,Fri Apr 7 2017,FC Wacker Innsbruck,2-2,SC Wiener Neustadt
27,Fri Apr 7 2017,Austria Lustenau,2-2,WSG Tirol
27,Fri Apr 7 2017,Kapfenberger SV,0-1,Floridsdorfer AC
28,Fri Apr 14 2017,SC Wiener Neustadt,3-1,Kapfenberger SV
28,Fri Apr 14 2017,LASK Linz,2-0,Austria Lustenau
28,Fri Apr 14 2017,WSG Tirol,3-3,FC Blau-Weiß Linz
28,Fri Apr 14 2017,SV Horn,0-1,FC Liefering
28,Fri Apr 14 2017,Floridsdorfer AC,1-2,FC Wacker Innsbruck
29,Tue Apr 18 2017,FC Blau-Weiß Linz,1-1,LASK Linz
29,Tue Apr 18 2017,FC Wacker Innsbruck,3-3,Kapfenberger SV
29,Tue Apr 18 2017,SV Horn,1-2,Austria Lustenau
29,Tue Apr 18 2017,Floridsdorfer AC,0-2,WSG Tirol
30,Fri Apr 21 2017,SC Wiener Neustadt,0-0,FC Blau-Weiß Linz
30,Fri Apr 21 2017,LASK Linz,3-0,FC Liefering
30,Fri Apr 21 2017,WSG Tirol,3-4,FC Wacker Innsbruck
30,Fri Apr 21 2017,Austria Lustenau,0-0,Floridsdorfer AC
30,Fri Apr 21 2017,Kapfenberger SV,1-1,SV Horn
29,Tue Apr 25 2017,FC Liefering,2-1,SC Wiener Neustadt
31,Fri Apr 28 2017,SC Wiener Neustadt,2-0,WSG Tirol
31,Fri Apr 28 2017,FC Blau-Weiß Linz,1-4,SV Horn
31,Fri Apr 28 2017,Kapfenberger SV,2-3,Austria Lustenau
31,Fri Apr 28 2017,Floridsdorfer AC,0-3,FC Liefering
32,Tue May 2 2017,FC Liefering,0-3,FC Wacker Innsbruck
32,Tue May 2 2017,LASK Linz,1-0,SC Wiener Neustadt
32,Tue May 2 2017,WSG Tirol,4-1,Kapfenberger SV
32,Tue May 2 2017,Austria Lustenau,1-4,FC Blau-Weiß Linz
32,Tue May 2 2017,SV Horn,0-2,Floridsdorfer AC
33,Fri May 5 2017,SC Wiener Neustadt,3-1,SV Horn
33,Fri May 5 2017,FC Blau-Weiß Linz,0-0,Floridsdorfer AC
33,Fri May 5 2017,WSG Tirol,2-0,LASK Linz
33,Fri May 5 2017,Austria Lustenau,2-1,FC Wacker Innsbruck
33,Fri May 5 2017,Kapfenberger SV,0-3,FC Liefering
31,Mon May 8 2017,FC Wacker Innsbruck,2-3,LASK Linz
34,Fri May 12 2017,FC Liefering,4-1,Austria Lustenau
34,Fri May 12 2017,LASK Linz,1-1,Kapfenberger SV
34,Fri May 12 2017,FC Wacker Innsbruck,2-1,FC Blau-Weiß Linz
34,Fri May 12 2017,SV Horn,2-3,WSG Tirol
34,Fri May 12 2017,Floridsdorfer AC,3-0,SC Wiener Neustadt
35,Fri May 19 2017,FC Liefering,2-3,WSG Tirol
35,Fri May 19 2017,LASK Linz,2-2,Floridsdorfer AC
35,Fri May 19 2017,FC Wacker Innsbruck,3-0,SV Horn
35,Fri May 19 2017,Austria Lustenau,2-0,SC Wiener Neustadt
35,Fri May 19 2017,Kapfenberger SV,3-2,FC Blau-Weiß Linz
36,Fri May 26 2017,SC Wiener Neustadt,1-3,FC Wacker Innsbruck
36,Fri May 26 2017,FC Blau-Weiß Linz,0-0,FC Liefering
36,Fri May 26 2017,WSG Tirol,2-2,Austria Lustenau
36,Fri May 26 2017,SV Horn,1-2,LASK Linz
36,Fri May 26 2017,Floridsdorfer AC,3-1,Kapfenberger SV
